Age,Years_of_Experience,Job_Title,Department,Education_Level,Location_Tier,Performance_Rating,Certifications,Target_Salary
32,1,Software Engineer,Product,Master's,Tier 2,3,0,88491.79
59,19,Software Engineer,Engineering,High School,Tier 2,4,3,128371.84
29,9,Lead Data Scientist,Human Resources,Master's,Tier 1,1,0,171659.98
45,25,Senior Software Engineer,Sales & Marketing,Bachelor's,Tier 1,4,0,218723.07
56,28,Marketing Specialist,Engineering,Bachelor's,Tier 1,3,0,181033.82
35,3,Software Engineer,Finance,Master's,Tier 1,3,2,121529.75
35,14,Marketing Specialist,Human Resources,Bachelor's,Tier 1,3,1,123337.91
31,4,Sales Executive,Sales & Marketing,Master's,Tier 1,3,2,120148.41
33,5,Marketing Specialist,Data & Analytics,Bachelor's,Tier 2,3,1,80579.4
59,3,Product Manager,Engineering,Bachelor's,Tier 1,3,2,144477.75
55,10,Product Manager,Engineering,High School,Tier 2,4,2,133964.61
62,24,Product Manager,Finance,Master's,Tier 1,1,0,199114.52
31,11,Lead Data Scientist,Product,Bachelor's,Tier 1,2,1,171008.22
38,10,Engineering Manager,Product,Bachelor's,Tier 3 / Remote,3,0,140674.45
38,6,Marketing Specialist,Data & Analytics,Bachelor's,Tier 2,3,2,92733.89
24,2,Senior Software Engineer,Product,High School,Tier 1,2,1,103081.92
52,6,Senior Software Engineer,Human Resources,Bachelor's,Tier 1,3,0,146377.07
22,1,Financial Analyst,Product,Bachelor's,Tier 2,3,1,89300.46
33,0,Product Manager,Sales & Marketing,Bachelor's,Tier 2,3,0,109995.98
60,24,Engineering Manager,Human Resources,Bachelor's,Tier 1,4,1,247669.44
25,0,Marketing Specialist,Product,Master's,Tier 3 / Remote,3,0,65181.16
34,13,Software Engineer,Human Resources,Master's,Tier 2,3,2,138331.9
55,35,HR Specialist,Finance,PhD,Tier 2,3,1,197793.11
42,9,Sales Executive,Finance,High School,Tier 1,3,1,97369.05
43,18,HR Manager,Engineering,Bachelor's,Tier 2,4,0,151471.9
25,2,Sales Executive,Sales & Marketing,Bachelor's,Tier 1,3,0,90224.94
39,19,Software Engineer,Data & Analytics,Master's,Tier 1,3,2,175282.03
26,4,Senior Software Engineer,Engineering,PhD,Tier 1,2,0,164386.22
40,20,HR Manager,Finance,Bachelor's,Tier 2,3,1,151282.16
23,2,HR Specialist,Data & Analytics,Bachelor's,Tier 1,3,1,81984.53
33,5,Marketing Specialist,Data & Analytics,Bachelor's,Tier 2,5,1,97324.04
38,7,HR Manager,Data & Analytics,Bachelor's,Tier 1,3,0,133919.69
31,6,Lead Data Scientist,Product,Master's,Tier 2,4,0,165612.83
55,25,Lead Data Scientist,Sales & Marketing,Master's,Tier 1,5,1,287933.45
27,6,HR Manager,Finance,PhD,Tier 1,3,4,176671.75
29,4,Marketing Specialist,Sales & Marketing,Master's,Tier 2,4,5,104457.22
32,5,Sales Executive,Data & Analytics,Bachelor's,Tier 1,3,1,102758.21
33,5,Engineering Manager,Finance,Bachelor's,Tier 1,1,1,158443.86
30,8,Lead Data Scientist,Product,High School,Tier 3 / Remote,2,0,113454.89
23,0,Marketing Specialist,Engineering,Master's,Tier 2,3,1,85816.36
29,3,HR Manager,Product,High School,Tier 2,3,0,93683.05
32,1,Software Engineer,Finance,Bachelor's,Tier 2,3,2,86593.66
57,35,Sales Executive,Data & Analytics,Bachelor's,Tier 1,2,1,196938.05
31,1,Product Manager,Finance,Bachelor's,Tier 1,3,1,137121.19
42,22,HR Specialist,Engineering,Master's,Tier 1,2,2,161747.44
41,21,Software Engineer,Data & Analytics,Master's,Tier 1,3,0,181062.09
29,5,HR Manager,Finance,Master's,Tier 2,3,1,121119.97
57,2,Marketing Specialist,Sales & Marketing,Bachelor's,Tier 2,2,1,68593.63
50,12,Lead Data Scientist,Human Resources,PhD,Tier 2,4,4,219569.24
33,1,Senior Software Engineer,Data & Analytics,Bachelor's,Tier 1,3,0,119876.51
35,3,Financial Analyst,Data & Analytics,Bachelor's,Tier 2,5,2,109546.07
42,8,HR Manager,Human Resources,Bachelor's,Tier 1,3,0,134093.7
43,23,HR Manager,Product,Bachelor's,Tier 1,3,0,183754.74
42,16,HR Manager,Sales & Marketing,Bachelor's,Tier 1,5,0,185702.56
51,12,Lead Data Scientist,Product,High School,Tier 2,2,1,133195.03
60,27,HR Manager,Data & Analytics,Bachelor's,Tier 1,2,1,190826.38
41,6,Software Engineer,Human Resources,Bachelor's,Tier 2,2,0,83300.58
45,25,Marketing Specialist,Product,Bachelor's,Tier 1,4,0,181273.7
44,13,Marketing Specialist,Data & Analytics,High School,Tier 2,3,0,92323.97
28,0,Engineering Manager,Finance,Bachelor's,Tier 3 / Remote,3,0,113626.51
30,8,Senior Software Engineer,Human Resources,High School,Tier 2,3,1,112053.65
22,0,Engineering Manager,Human Resources,Bachelor's,Tier 3 / Remote,2,0,104205.24
47,8,Financial Analyst,Engineering,Bachelor's,Tier 2,5,1,118878.7
59,34,HR Manager,Human Resources,Bachelor's,Tier 1,4,1,241685.1
59,17,HR Specialist,Data & Analytics,Master's,Tier 2,4,1,139087.0
43,23,HR Manager,Finance,Master's,Tier 2,4,0,190398.23
31,5,Product Manager,Engineering,Master's,Tier 3 / Remote,2,1,117704.7
27,4,Software Engineer,Sales & Marketing,Master's,Tier 1,3,2,122218.31
38,15,Senior Software Engineer,Human Resources,Bachelor's,Tier 2,4,1,154389.76
59,28,Product Manager,Finance,Master's,Tier 2,3,3,206134.96
45,20,Sales Executive,Human Resources,Bachelor's,Tier 1,3,2,159051.27
31,9,Software Engineer,Product,Master's,Tier 3 / Remote,5,1,113044.89
29,8,Financial Analyst,Finance,Bachelor's,Tier 3 / Remote,5,1,103884.78
42,11,Marketing Specialist,Sales & Marketing,Master's,Tier 2,3,0,111501.02
27,7,Lead Data Scientist,Human Resources,Bachelor's,Tier 3 / Remote,3,3,129389.34
42,9,Senior Software Engineer,Data & Analytics,Bachelor's,Tier 1,1,2,141709.22
60,33,HR Specialist,Human Resources,Bachelor's,Tier 1,2,1,179097.73
45,14,HR Specialist,Data & Analytics,Bachelor's,Tier 1,2,4,131785.06
54,19,Marketing Specialist,Engineering,Master's,Tier 2,3,0,137200.62
39,15,Lead Data Scientist,Product,Bachelor's,Tier 1,3,0,195991.53
49,9,Financial Analyst,Finance,High School,Tier 2,3,1,93543.55
53,10,Marketing Specialist,Human Resources,Bachelor's,Tier 2,3,3,98498.66
33,8,Marketing Specialist,Finance,Bachelor's,Tier 1,3,2,106769.98
48,15,Senior Software Engineer,Product,Master's,Tier 1,4,0,200634.63
31,7,Senior Software Engineer,Human Resources,Master's,Tier 1,3,3,165353.47
53,33,HR Specialist,Finance,Master's,Tier 1,2,2,201200.98
47,3,Sales Executive,Data & Analytics,Bachelor's,Tier 1,1,3,85041.27
46,17,HR Specialist,Data & Analytics,Bachelor's,Tier 1,3,0,139383.59
32,9,Marketing Specialist,Finance,Master's,Tier 1,3,1,129712.35
44,15,Financial Analyst,Human Resources,Bachelor's,Tier 2,3,1,130977.42
55,6,Engineering Manager,Data & Analytics,High School,Tier 2,1,4,127165.75
61,41,Software Engineer,Product,Bachelor's,Tier 1,5,2,263397.91
44,5,Senior Software Engineer,Product,Bachelor's,Tier 2,3,1,117870.79
50,0,HR Manager,Product,Master's,Tier 3 / Remote,3,1,96807.93
52,23,Engineering Manager,Finance,Bachelor's,Tier 2,3,0,193398.47
28,7,HR Specialist,Finance,Bachelor's,Tier 1,5,0,110663.54
61,12,Financial Analyst,Finance,Master's,Tier 2,3,0,122677.2
54,9,Senior Software Engineer,Human Resources,High School,Tier 1,3,3,147561.36
42,22,HR Manager,Engineering,Bachelor's,Tier 2,4,0,159547.1
23,1,Product Manager,Engineering,PhD,Tier 1,1,4,155178.76
39,0,Product Manager,Human Resources,Bachelor's,Tier 1,2,0,125185.05
54,27,HR Manager,Sales & Marketing,High School,Tier 3 / Remote,2,4,138757.42
58,26,HR Specialist,Finance,Bachelor's,Tier 3 / Remote,3,0,121958.46
55,5,Senior Software Engineer,Product,Bachelor's,Tier 3 / Remote,4,0,96755.96
41,18,Financial Analyst,Human Resources,Bachelor's,Tier 2,3,1,135739.52
56,16,Software Engineer,Human Resources,PhD,Tier 1,4,0,192143.45
39,0,Product Manager,Sales & Marketing,Master's,Tier 2,3,3,126170.57
45,14,Engineering Manager,Engineering,PhD,Tier 1,2,2,230263.76
29,2,Product Manager,Product,Master's,Tier 2,4,1,131199.87
51,9,Financial Analyst,Product,Master's,Tier 2,3,1,124456.67
31,6,HR Specialist,Data & Analytics,Bachelor's,Tier 3 / Remote,3,0,70754.54
44,17,Senior Software Engineer,Sales & Marketing,Bachelor's,Tier 2,2,0,139059.67
32,3,Financial Analyst,Engineering,High School,Tier 1,3,2,97836.67
23,3,Engineering Manager,Finance,Master's,Tier 2,5,3,175264.21
47,11,Financial Analyst,Finance,Bachelor's,Tier 3 / Remote,5,0,102298.56
57,21,Marketing Specialist,Engineering,Bachelor's,Tier 2,4,2,142080.14
54,30,HR Specialist,Data & Analytics,Master's,Tier 1,4,1,207392.47
34,6,Lead Data Scientist,Engineering,High School,Tier 2,3,2,130080.08
61,13,Financial Analyst,Human Resources,Master's,Tier 1,5,1,176841.32
46,1,HR Specialist,Data & Analytics,Bachelor's,Tier 2,5,3,75572.54
25,0,Sales Executive,Product,Bachelor's,Tier 1,5,0,95905.0
40,5,Engineering Manager,Product,Master's,Tier 1,3,0,189580.88
39,18,Engineering Manager,Engineering,Bachelor's,Tier 3 / Remote,3,0,156925.51
58,26,HR Specialist,Human Resources,Master's,Tier 1,4,2,199870.81
51,5,Product Manager,Data & Analytics,Bachelor's,Tier 2,4,2,135571.92
40,1,Sales Executive,Sales & Marketing,Bachelor's,Tier 1,2,0,81709.42
44,12,Product Manager,Sales & Marketing,High School,Tier 1,4,0,165363.22
37,14,HR Manager,Data & Analytics,High School,Tier 1,5,2,170644.13
22,1,Financial Analyst,Finance,High School,Tier 1,4,2,93712.13
33,12,HR Specialist,Engineering,Bachelor's,Tier 3 / Remote,3,1,87547.14
45,7,Financial Analyst,Product,Bachelor's,Tier 1,3,0,123673.64
55,4,Product Manager,Product,Master's,Tier 2,3,0,129829.84
29,8,Product Manager,Product,Bachelor's,Tier 3 / Remote,1,1,100065.33
39,5,HR Specialist,Human Resources,Bachelor's,Tier 3 / Remote,5,2,88520.78
26,3,HR Manager,Engineering,PhD,Tier 2,3,3,136845.08
47,2,Product Manager,Data & Analytics,Master's,Tier 2,2,1,126896.66
51,14,Software Engineer,Human Resources,Bachelor's,Tier 2,1,1,103280.33
34,1,HR Specialist,Product,Bachelor's,Tier 1,5,0,86071.55
40,0,Financial Analyst,Sales & Marketing,High School,Tier 1,3,1,84457.9
50,14,Senior Software Engineer,Data & Analytics,Master's,Tier 1,3,4,197619.01
24,0,HR Specialist,Finance,Bachelor's,Tier 2,2,3,64224.64
47,7,Engineering Manager,Data & Analytics,Bachelor's,Tier 2,1,1,130491.63
61,12,Sales Executive,Data & Analytics,Bachelor's,Tier 1,4,1,138376.54
33,5,Engineering Manager,Product,Bachelor's,Tier 1,3,1,172691.76
23,1,Software Engineer,Product,Bachelor's,Tier 1,3,5,104469.6
32,2,Product Manager,Product,Bachelor's,Tier 2,4,1,123382.89
49,8,Financial Analyst,Engineering,High School,Tier 2,3,4,97150.43
39,0,HR Manager,Product,Bachelor's,Tier 2,2,0,86143.06
34,4,HR Manager,Product,Bachelor's,Tier 1,3,3,126157.46
58,32,Engineering Manager,Finance,Bachelor's,Tier 3 / Remote,1,2,169930.58
43,12,Software Engineer,Finance,Master's,Tier 1,3,1,151809.16
33,6,Financial Analyst,Human Resources,Bachelor's,Tier 3 / Remote,3,3,94258.2
23,0,Financial Analyst,Sales & Marketing,Master's,Tier 2,3,3,108621.66
58,3,Sales Executive,Finance,Master's,Tier 3 / Remote,3,4,89310.28
28,1,Marketing Specialist,Product,Bachelor's,Tier 1,3,2,92280.99
47,25,Software Engineer,Human Resources,Master's,Tier 1,3,1,199880.79
47,24,Sales Executive,Human Resources,Bachelor's,Tier 1,3,1,171623.0
45,2,Engineering Manager,Product,Master's,Tier 1,4,0,183769.29
33,5,Product Manager,Human Resources,Bachelor's,Tier 2,1,0,106837.02
37,6,Financial Analyst,Product,Bachelor's,Tier 1,4,1,131224.98
44,17,HR Specialist,Human Resources,Bachelor's,Tier 2,4,1,123415.16
61,32,Sales Executive,Human Resources,Bachelor's,Tier 3 / Remote,3,2,138163.17
30,1,Engineering Manager,Data & Analytics,Bachelor's,Tier 1,2,0,139661.27
53,28,Engineering Manager,Human Resources,Bachelor's,Tier 1,3,5,269637.27
36,8,Engineering Manager,Product,Master's,Tier 2,3,1,163306.6
58,7,Software Engineer,Human Resources,Bachelor's,Tier 2,3,3,99417.43
34,0,Senior Software Engineer,Finance,Bachelor's,Tier 3 / Remote,3,4,90505.37
26,1,Marketing Specialist,Product,Bachelor's,Tier 2,4,2,74864.19
32,3,Lead Data Scientist,Human Resources,Bachelor's,Tier 2,4,0,139847.8
31,7,HR Manager,Engineering,Bachelor's,Tier 1,4,0,145120.58
34,13,Product Manager,Sales & Marketing,Bachelor's,Tier 2,3,2,143855.37
62,38,Financial Analyst,Human Resources,Bachelor's,Tier 2,2,0,179488.67
36,8,Product Manager,Product,Bachelor's,Tier 2,5,1,152478.2
28,3,Engineering Manager,Data & Analytics,Bachelor's,Tier 2,5,1,156616.63
61,11,HR Manager,Engineering,PhD,Tier 1,3,1,188400.75
49,3,HR Specialist,Product,Bachelor's,Tier 1,3,1,95878.63
53,13,Product Manager,Engineering,PhD,Tier 2,3,3,179030.64
56,31,Lead Data Scientist,Data & Analytics,Bachelor's,Tier 2,3,0,208918.52
36,13,Senior Software Engineer,Finance,Bachelor's,Tier 1,4,0,179940.76
57,27,Marketing Specialist,Finance,Bachelor's,Tier 3 / Remote,2,2,126647.7
42,10,Lead Data Scientist,Data & Analytics,Master's,Tier 1,1,4,183738.18
27,3,Product Manager,Data & Analytics,PhD,Tier 1,3,2,181925.67
22,0,Marketing Specialist,Sales & Marketing,Bachelor's,Tier 3 / Remote,2,3,57328.6
25,5,Senior Software Engineer,Data & Analytics,Master's,Tier 1,2,0,141301.89
32,12,Financial Analyst,Human Resources,Bachelor's,Tier 1,2,0,125219.62
47,16,Product Manager,Engineering,Bachelor's,Tier 1,3,0,177101.18
58,29,Engineering Manager,Human Resources,Bachelor's,Tier 3 / Remote,3,2,194329.27
44,15,Sales Executive,Sales & Marketing,Bachelor's,Tier 1,2,2,133227.91
50,7,HR Specialist,Finance,High School,Tier 1,1,2,78320.3
42,16,HR Manager,Human Resources,Bachelor's,Tier 3 / Remote,3,5,125399.74
48,11,Senior Software Engineer,Sales & Marketing,Bachelor's,Tier 1,3,1,160644.48
60,18,HR Manager,Product,Bachelor's,Tier 3 / Remote,1,1,106220.73
61,8,HR Manager,Data & Analytics,Bachelor's,Tier 2,3,3,116240.05
34,10,Lead Data Scientist,Engineering,Master's,Tier 1,5,3,229864.67
44,0,Marketing Specialist,Product,Bachelor's,Tier 2,2,1,61535.97
37,16,Financial Analyst,Product,Bachelor's,Tier 1,1,0,134011.32
51,18,HR Manager,Engineering,Master's,Tier 3 / Remote,3,1,133911.39
25,4,HR Manager,Data & Analytics,Master's,Tier 2,3,0,113802.69
61,11,Lead Data Scientist,Human Resources,Bachelor's,Tier 3 / Remote,3,0,137654.91
37,11,Software Engineer,Human Resources,Bachelor's,Tier 1,3,2,135042.68
52,27,Product Manager,Human Resources,Bachelor's,Tier 1,3,2,226723.41
46,12,Marketing Specialist,Engineering,Bachelor's,Tier 1,4,2,130541.54
33,5,Senior Software Engineer,Data & Analytics,PhD,Tier 1,3,1,180327.67
47,27,Senior Software Engineer,Sales & Marketing,High School,Tier 1,4,2,218774.85
58,12,Marketing Specialist,Finance,Bachelor's,Tier 3 / Remote,5,3,102937.76
54,10,Financial Analyst,Human Resources,PhD,Tier 1,3,1,170778.84
49,11,Engineering Manager,Human Resources,Bachelor's,Tier 2,2,1,142853.74
30,6,Lead Data Scientist,Sales & Marketing,Bachelor's,Tier 1,5,1,199699.65
33,9,HR Specialist,Engineering,Bachelor's,Tier 2,3,3,96619.03
26,5,Sales Executive,Engineering,Bachelor's,Tier 2,3,0,88067.47
49,14,Marketing Specialist,Sales & Marketing,Bachelor's,Tier 1,3,0,128521.3
56,28,Financial Analyst,Sales & Marketing,Bachelor's,Tier 2,1,0,143492.74
26,6,Sales Executive,Sales & Marketing,Master's,Tier 2,2,1,97868.29
55,8,Lead Data Scientist,Human Resources,Master's,Tier 2,3,1,163945.1
55,13,Software Engineer,Finance,Bachelor's,Tier 1,5,2,157566.57
34,2,HR Manager,Data & Analytics,PhD,Tier 3 / Remote,3,2,112244.87
60,6,HR Specialist,Sales & Marketing,Bachelor's,Tier 1,3,0,101430.28
35,5,Engineering Manager,Sales & Marketing,Master's,Tier 1,4,2,203521.48
32,2,Marketing Specialist,Product,Master's,Tier 1,1,3,94193.27
59,26,Lead Data Scientist,Data & Analytics,Bachelor's,Tier 3 / Remote,4,1,182995.93
25,3,Senior Software Engineer,Product,Bachelor's,Tier 1,4,0,142222.69
54,22,Marketing Specialist,Engineering,Bachelor's,Tier 2,2,4,135059.78
28,0,Software Engineer,Human Resources,Master's,Tier 3 / Remote,4,1,86689.15
62,14,Product Manager,Sales & Marketing,Bachelor's,Tier 2,4,1,154237.56
29,6,Lead Data Scientist,Product,Bachelor's,Tier 1,5,2,192074.67
58,28,Sales Executive,Data & Analytics,PhD,Tier 1,2,0,205186.72
31,1,Software Engineer,Finance,Bachelor's,Tier 3 / Remote,2,1,67918.04
36,14,Engineering Manager,Engineering,Master's,Tier 1,2,4,219696.79
59,24,Lead Data Scientist,Human Resources,Master's,Tier 2,3,1,211250.74
36,7,Software Engineer,Finance,PhD,Tier 1,4,3,165837.11
26,2,Marketing Specialist,Data & Analytics,Bachelor's,Tier 1,2,1,87299.58
50,0,Product Manager,Product,Bachelor's,Tier 2,4,0,109997.49
40,2,HR Specialist,Finance,Bachelor's,Tier 1,3,1,83789.94
31,2,HR Manager,Sales & Marketing,Bachelor's,Tier 1,4,0,123784.91
33,10,Lead Data Scientist,Finance,Bachelor's,Tier 2,5,3,174214.57
25,3,Sales Executive,Product,High School,Tier 2,2,1,71003.88
52,17,HR Specialist,Sales & Marketing,Bachelor's,Tier 2,3,1,116314.48
39,13,Lead Data Scientist,Human Resources,Master's,Tier 2,3,1,177998.06
37,13,Marketing Specialist,Product,Bachelor's,Tier 2,3,2,111558.26
61,12,HR Specialist,Human Resources,Bachelor's,Tier 1,3,1,125564.78
57,18,Lead Data Scientist,Finance,Bachelor's,Tier 3 / Remote,2,3,142789.81
46,11,Marketing Specialist,Sales & Marketing,PhD,Tier 2,4,0,140608.24
44,18,Software Engineer,Product,Bachelor's,Tier 1,2,0,140295.77
33,10,Product Manager,Finance,Master's,Tier 2,3,1,155070.08
55,32,Engineering Manager,Engineering,Bachelor's,Tier 2,3,4,234338.44
57,5,Marketing Specialist,Data & Analytics,High School,Tier 3 / Remote,3,0,60644.26
58,29,Sales Executive,Sales & Marketing,High School,Tier 1,4,5,186580.05
24,1,HR Manager,Human Resources,Master's,Tier 1,2,0,118991.41
30,8,Sales Executive,Human Resources,Bachelor's,Tier 1,2,2,106751.59
39,5,Product Manager,Human Resources,PhD,Tier 2,3,2,160267.21
56,5,HR Specialist,Sales & Marketing,Bachelor's,Tier 1,5,2,110442.18
55,19,HR Specialist,Sales & Marketing,Bachelor's,Tier 2,2,1,112555.28
62,16,Product Manager,Finance,Bachelor's,Tier 1,4,1,202944.0
35,1,Engineering Manager,Sales & Marketing,Bachelor's,Tier 1,4,2,167095.37
25,1,Lead Data Scientist,Engineering,Bachelor's,Tier 2,3,0,127675.19
50,9,HR Specialist,Finance,High School,Tier 3 / Remote,2,1,64733.24
62,0,Software Engineer,Product,Bachelor's,Tier 1,3,0,93361.54
36,1,Product Manager,Product,PhD,Tier 1,4,0,189566.73
49,14,Lead Data Scientist,Product,Bachelor's,Tier 1,5,0,217313.89
37,3,Financial Analyst,Sales & Marketing,High School,Tier 1,3,1,96150.53
33,7,Engineering Manager,Finance,Bachelor's,Tier 2,1,2,130869.85
26,2,HR Manager,Data & Analytics,Master's,Tier 2,2,1,104222.72
55,19,Engineering Manager,Engineering,Bachelor's,Tier 3 / Remote,3,2,155773.36
22,0,HR Manager,Data & Analytics,Bachelor's,Tier 2,3,5,102273.18
60,38,Product Manager,Sales & Marketing,Bachelor's,Tier 1,3,2,264964.12
53,21,HR Manager,Human Resources,Bachelor's,Tier 1,3,1,187841.72
47,4,Senior Software Engineer,Finance,High School,Tier 3 / Remote,3,0,84528.67
38,0,Senior Software Engineer,Engineering,Bachelor's,Tier 1,2,1,119390.69
48,17,Financial Analyst,Product,Master's,Tier 2,1,2,134000.46
45,4,Marketing Specialist,Finance,Master's,Tier 2,2,0,82967.62
56,24,Financial Analyst,Sales & Marketing,Bachelor's,Tier 1,4,2,189619.84
60,6,Senior Software Engineer,Sales & Marketing,Master's,Tier 2,3,0,136323.22
47,13,Sales Executive,Finance,Master's,Tier 2,4,4,137472.21
59,6,Software Engineer,Sales & Marketing,High School,Tier 2,3,1,81198.88
44,16,Lead Data Scientist,Sales & Marketing,High School,Tier 2,3,0,163135.19
43,12,Financial Analyst,Data & Analytics,Bachelor's,Tier 1,3,2,143845.21
25,3,Software Engineer,Human Resources,Master's,Tier 2,3,1,99743.52
30,1,Sales Executive,Human Resources,Bachelor's,Tier 2,4,1,88154.64
25,5,Marketing Specialist,Human Resources,Master's,Tier 1,4,3,127483.94
28,8,Product Manager,Product,Master's,Tier 2,3,3,145287.15
44,11,Lead Data Scientist,Finance,Master's,Tier 1,3,1,207213.22
23,0,Product Manager,Product,Bachelor's,Tier 1,2,0,124726.12
45,3,HR Manager,Data & Analytics,PhD,Tier 2,2,2,129902.2
61,20,Product Manager,Product,Bachelor's,Tier 3 / Remote,3,1,138365.16
52,28,Engineering Manager,Sales & Marketing,Master's,Tier 2,3,1,222783.52
52,7,Senior Software Engineer,Product,Bachelor's,Tier 1,3,0,146113.04
61,4,Senior Software Engineer,Engineering,Master's,Tier 3 / Remote,3,4,111396.46
55,1,Software Engineer,Data & Analytics,Bachelor's,Tier 2,3,0,82763.21
45,19,Software Engineer,Finance,Bachelor's,Tier 2,3,1,127448.9
47,22,Marketing Specialist,Engineering,Bachelor's,Tier 1,3,3,167765.9
37,1,HR Manager,Product,Master's,Tier 2,4,0,113208.61
34,5,Financial Analyst,Human Resources,Bachelor's,Tier 1,5,1,130107.89
36,11,HR Specialist,Engineering,Master's,Tier 2,2,0,106913.54
48,27,Lead Data Scientist,Sales & Marketing,Master's,Tier 2,3,0,214878.17
25,0,HR Manager,Product,Bachelor's,Tier 1,3,1,109617.47
37,16,Lead Data Scientist,Human Resources,Bachelor's,Tier 1,5,4,236049.96
51,7,HR Manager,Finance,High School,Tier 2,3,1,100047.95
51,28,HR Manager,Data & Analytics,Master's,Tier 3 / Remote,3,1,161443.92
57,30,HR Specialist,Data & Analytics,High School,Tier 2,3,0,140612.49
24,0,Product Manager,Human Resources,Bachelor's,Tier 2,3,0,106853.71
